age,Auditory,Kinaesthetic,Visual,ExtrinsicMotivation,IntrinsicMotivation,SelfEfficacy,StudyTime,Conscientiousness,CAOpoints,Maths,English,Pass
28,2.5,2.523865037,9.976134963,9.994033741,8.744033741,9.150756642,9.964202444,9.956247431,4,1,1,Pass
36,4.086595147,2.5,8.413404853,7.896648787,8.125,6.362198382,9.206702426,5.833333333,0,0,0,Pass
19,4.827994233,7.5,2.672005767,9.310497837,6.853499279,7.5,7.952994233,9.051996155,369,19,46,Pass
26,4.091233998,5.682467996,5.226298005,9.375,7.783766002,7.5,6.761850997,8.712283666,235,12,29,Pass
18,1.386019432,6.113980568,7.5,7.673252429,6.596504858,7.962006477,3.991262145,5.833333333,313,39,66,Pass
34,5.061823472,3.719088264,6.219088264,8.140455868,7.515455868,7.5,8.719088264,6.239696088,163,31,14,Pass
21,1.238658218,6.261341782,7.5,7.5,6.559664555,7.5,6.5313101,6.246219406,337,50,46,Pass
19,4.693475083,0.459787376,9.846737541,8.125,7.5,9.846737541,9.578528239,7.397825028,245,9,38,Fail
20,2.089724032,7.5,5.410275968,7.863784496,5.932706976,5.758563307,2.863784496,4.962614987,188,15,31,Fail
23,7.5,2.5,5,6.25,6.875,5.833333333,2.5,4.166666667,275,36,34,Fail
19,5,0,10,8.125,7.5,10,10,7.5,261,9,40,Fail
20,5.93507317,0.93507317,8.129853661,7.423695123,7.266231708,8.441544717,7.194780491,6.253235774,266,19,38,Fail
23,7.164562182,2.835437818,5,6.25,6.707281091,5.945145939,2.835437818,4.166666667,271,33,35,Fail
20,5,5.632160119,4.367839881,6.56608006,5.150879911,5.823786508,4.367839881,4.061306647,298,16,49,Fail
19,4.165149484,5.830298967,5.004551549,7.082574742,5.628413662,4.446467355,3.334850516,4.723992269,392,36,70,Fail
22,6.631110579,2.5,5.868889421,6.25,7.30944471,5.978148237,2.93444471,4.601111377,276,36,39,Fail
23,7.21266096,2.5,5.28733904,6.39366952,6.73133048,5.833333333,3.07467808,4.358226027,280,36,38,Fail
21,2.284695301,6.142347651,6.572957048,7.160586913,5.786478524,4.2384349,3.857652349,5.786478524,347,46,65,Fail
20,3.466105742,6.733052871,4.800841387,7.308263218,4.900420694,3.844631419,3.266947129,4.900420694,391,42,69,Fail
21,3.192296298,3.615407405,8.192296298,7.673074074,5.798074074,6.205135802,4.721148149,5.717950617,307,30,53,Fail
19,2.5,5,7.5,7.5,5.625,6.666666667,4.375,5.833333333,261,27,40,Fail
19,2.5,5,7.5,7.5,5.625,6.666666667,4.375,5.833333333,261,27,40,Fail
21,3.161679133,3.676641734,8.161679133,7.665419783,5.790419783,6.225547245,4.705839567,5.723053478,305,30,52,Fail
24,4.44485163,1.110296739,9.44485163,7.986212908,6.111212908,5.370098913,5.347425815,5.509191395,391,34,76,Fail
35,6.608317661,1.608317661,6.783364677,8.929158831,7.054158831,7.680529436,8.439555908,7.829143159,152,13,31,Fail
30,5.858999729,0.858999729,8.282000542,8.554499864,6.679499864,6.431666215,7.128249525,6.70516626,281,24,56,Fail
46,4.963822727,0.072354545,9.963822727,8.115955682,6.240955682,5.024118182,6.222867046,5.422696212,68,45,23,Fail
18,2.5,7.544180756,4.955819244,6.863954811,6.897090378,5.818606415,2.784887028,4.985273081,298,18,40,Fail
18,2.5,9.449209254,3.050790746,6.387697686,7.849604627,5.183596915,1.594244216,4.350263582,325,11,40,Fail
19,2.5,7.16212563,5.33787437,6.959468593,6.706062815,5.945958123,3.023671481,5.11262479,292,19,40,Fail
22,5,1.12291301,8.87708699,8.125,6.530728253,6.12291301,4.782815242,5.416666667,379,36,65,Fail
40,7.488079648,2.5,5.011920352,9.369039824,7.497019912,9.158719766,9.970199121,9.148786139,2,0,0,Fail
26,5.703705347,6.092589307,3.203705347,9.375,7.050926337,8.567901782,7.30555802,8.567901782,318,59,41,Fail
29,6.08429187,5.33141626,3.58429187,9.375,7.146072967,8.694763957,7.876437805,8.694763957,250,46,32,Fail
23,5,0,10,8.513706609,6.055646695,5.518275479,5.236293391,5.027960057,396,42,73,Fail
19,3.857169446,2.285661107,8.857169446,8.517877085,5.625,6.666666667,4.375,4.928553702,296,42,43,Fail
20,7.120333092,2.120333092,5.759333816,8.655083273,6.25,7.120333092,7.215249819,4.356500121,372,13,66,Fail
26,1.977002713,6.181998191,6.840999096,7.994250678,5.659000904,7.325667571,8.159000904,8.553000301,203,7,29,Fail
24,3.963594356,1.554608466,9.481797178,7.995449295,5.990898589,5.345468548,6.013652116,6.021236625,396,31,76,Fail
34,6.809124757,3.190875243,5,8.511405947,7.154562379,8.245499677,10,8.706083172,108,10,16,Fail
19,4.005759694,4.498080102,6.496160204,7.249040051,5.875959949,6.833973299,4.375,6.167946599,309,25,49,Fail
40,7.178148999,2.660925501,5.160925501,9.214074499,7.379305874,8.898457499,9.597686248,8.844815665,0,0,0,Fail
36,6.49558562,3.00220719,5.50220719,8.998344607,7.625551798,8.831861873,9.49779281,8.748160675,58,4,8,Fail
19,1.722579087,5.777420913,7.5,6.916934315,5.236289543,6.407526362,3.986289543,5.185482572,272,24,47,Fail
19,2.539612214,4.920775573,7.539612214,7.480193893,5.674515267,6.679870738,4.384903053,5.833333333,264,28,40,Fail
25,5,0,10,7.84861016,6.618519787,5.368519787,5.532870053,5.478086631,435,43,83,Fail
26,3.472605171,3.054789657,8.472605171,7.847605171,5.972605171,5.787675285,2.743151293,5.995434195,161,18,11,Pass
19,5,0,10,9.375,7.5,8.333333333,3.125,6.25,413,45,29,Pass
29,2.5,5,7.5,8.75,9.375,7.5,10,9.166666667,175,64,17,Pass
25,3.677020033,2.645959933,8.677020033,8.052020033,6.177020033,6.128366722,2.794255008,6.029503339,194,21,13,Pass
31,2.5,5,7.5,6.875,5,4.166666667,2.5,5.833333333,0,0,0,Pass
42,2.625077255,2.374922745,10,7.593807941,5.718807941,7.541692418,6.093653431,8.624922745,21,2,1,Pass
33,2.5,4.320215663,8.179784337,8.410107831,8.355323494,7.5,8.980323494,9.053369277,128,46,12,Pass
28,3.665748844,2.668502312,8.665748844,7.001376734,7.917813945,7.111417052,10,7.418043401,212,51,25,Pass
30,3.076658061,3.846683878,8.076658061,6.442506454,5.28832903,4.743324728,4.229974183,5.737223657,59,8,8,Pass
19,4.941799366,0.058200634,10,9.316799366,7.485449841,8.255732488,3.139550159,6.191799366,403,44,28,Pass
27,2.5,4.229043497,8.270956503,8.171782623,8.604043497,6.729043497,8.072608744,7.496260911,121,44,12,Pass
25,2.5,2.790209544,9.709790456,7.092657158,7.165209544,5.290209544,4.475523861,4.378787346,20,7,2,Pass
34,5.606499668,1.893500332,7.5,8.361687541,8.598375083,7.5,8.835062624,8.131166777,215,75,14,Pass
33,3.374735892,4.875792325,6.749471783,7.343419865,8.312632054,7.791578631,6.375528217,8.417018811,394,17,47,Pass
39,2.5,7.061873293,5.438126707,6.359531677,8.09280994,6.915831058,7.13921491,8.926143273,317,1,47,Pass
24,2.5,5,7.5,9.077143227,9.404286455,8.570953121,5.803214841,6.200357205,230,16,25,Pass
26,2.5,5,7.5,8.402275547,8.054551093,7.22121776,4.79091332,6.087879258,159,11,17,Pass
47,4.560141723,5,5.439858277,7.905070862,8.090212585,6.22680839,7.135318878,7.550118103,0,0,0,Pass
44,4.200368272,5,5.799631728,7.725184136,7.550552407,5.867034938,6.325828611,7.250306893,0,0,0,Pass
30,0.290298922,7.209701078,7.5,8.532275809,7.762126348,7.112934771,5.814551617,6.201616846,448,24,51,Pass
28,0.915395623,6.126906565,7.957697812,8.864424453,8.010575547,7.652565937,5.677877735,6.25,490,31,52,Pass
28,3.703964175,2.59207165,8.703964175,8.379955219,6.504955219,6.173273625,2.800991044,6.033994029,234,35,14,Pass
19,5,0,10,9.386925853,7.511925853,8.333333333,3.125,6.25,414,46,29,Pass
29,2.5,3.993387934,8.506612066,7.629959049,6.006612066,5.173278732,3.254959049,6.168870689,37,1,9,Pass
29,2.5,3.81502096,8.68497904,7.76373428,6.18497904,5.351645706,3.38873428,6.228326347,43,1,11,Pass
26,1.30989479,5,8.69010521,8.362631512,5.595052605,5.356771876,4.285157815,5.238280728,125,26,3,Pass
19,5,0.01275592,9.98724408,9.3590551,7.50956694,8.333333333,3.16007878,6.241496053,413,45,29,Pass
41,1.579487954,5,8.420512046,6.644871989,5.920512046,4.780341364,2.730128011,5.833333333,24,30,0,Pass
26,2.5,3.794139426,8.705860574,7.477930287,5.301465144,5.774480766,6.117581723,6.637240383,150,26,22,Pass
25,3.726347056,2.547305888,8.726347056,8.40793382,7.452694112,4.984231371,2.806586764,5.015768629,164,13,14,Pass
32,1.872528238,5,8.127471762,8.906867941,9.061264119,7.290842746,9.058792357,8.748352159,131,48,13,Pass
29,2.5,5,7.5,8.792143724,9.396071862,7.584287447,9.915712553,9.138570851,174,63,17,Pass
31,2.5,5.05603079,7.44396921,6.889007698,5.014007698,4.222697457,2.570038488,5.852010263,8,1,1,Pass
25,3.350996954,4.149003046,7.5,9.175498477,8.949501523,8.067331302,10,9.166666667,256,54,37,Pass
19,5,0.293750354,9.706249646,9.448437589,7.573437589,8.431250118,3.932813474,6.592708747,413,44,34,Pass
27,2.5,5,7.5,8.540072845,9.479963578,7.91985431,9.58014569,9.02671523,223,62,25,Pass
19,3.229413804,1.770586196,10,9.375,7.278676726,8.038235634,3.125,5.954902301,369,39,37,Pass
26,1.812722314,5,8.187277686,8.921819422,8.687722314,7.5,8.109986363,8.135750138,207,54,27,Pass
19,3.550731557,2.173902664,9.275365779,7.744573002,7.5,8.574878074,2.943841445,5.525365779,417,48,45,Pass
28,2.17624829,5.32375171,7.5,8.102496581,9.132186218,7.715834473,9.028744871,8.465204629,208,62,26,Pass
21,4.107033752,1.785932495,9.107033752,6.74120781,7.678516876,7.797655416,6.517966248,6.279816457,180,14,25,Pass
44,2.841768191,2.5,9.658231809,8.664557952,9.487347714,9.430386349,8.125,9.430386349,68,10,10,Pass
42,1.976839362,4.069481915,8.953678723,8.226839362,9.607629521,9.651226241,7.471049202,8.692098404,109,10,17,Pass
26,2.5,4.43343214,8.06656786,7.78328393,8.549925895,8.06656786,7.641641965,8.38880655,364,28,53,Pass
19,3.625153061,3.874846939,7.5,7.093864796,5.906288265,6.291615646,7.093864796,5.145909864,540,63,90,Pass
21,5.953553992,0.953553992,8.092892016,6.101776996,7.648223004,7.182148669,6.578553992,5.674407668,267,8,40,Pass
19,5,1.818057504,8.181942496,7.272571879,6.079514376,6.060647499,8.125,6.060647499,508,68,74,Pass
19,4.695602641,2.804397359,7.5,8.353298019,6.478298019,6.036264906,8.125,5.93479912,510,69,74,Pass
39,1.430437578,4.639124844,8.930437578,7.680437578,9.197828184,8.573916771,7.857609395,8.03913556,93,23,10,Pass
21,5,2.5,7.5,8.410064096,7.960384577,5.833333333,7.839935904,5.453247872,272,40,40,Pass
48,2.5,2.5,10,8.767191134,9.974213298,9.977078487,8.125,9.931235462,0,0,0,Pass
19,4.726063088,2.773936912,7.5,8.330452684,6.59242114,5.833333333,7.714094632,5.833333333,497,71,72,Pass
43,2.5,2.915026132,9.584973868,8.646243467,9.27370427,9.308289781,8.125,8.685750583,79,12,11,Pass
47,2.577269016,2.422730984,10,8.614779223,9.826144715,9.922730984,7.951144715,9.716680276,16,1,2,Pass
41,2.5,3.30691888,9.19308112,8.75,9.79827028,9.46205408,6.51116224,8.38616224,0,0,0,Pass
21,5,2.5,7.5,8.025094205,6.649623179,6.366164238,7.725376821,5.700125607,420,61,62,Pass
41,3.106192439,3.106192439,8.787615121,8.90154811,9.54535567,8.787615121,8.125,8.585550975,109,13,15,Pass
19,5,2.5,7.5,8.096993057,6.362027772,5.870675924,8.040979171,5.870675924,478,69,71,Pass
22,3.789358106,3.631925681,7.578716213,5.625,6.914358106,7.5,4.414358106,5.228012387,188,10,31,Pass
19,3.892856427,3.607143573,7.5,8.125,5.973214107,6.571429049,7.848214107,5.095237618,513,61,74,Pass
23,4.441177339,0.558822661,10,5.974264163,7.985294335,7.40686289,5.485294335,5.973038999,166,5,26,Pass
19,5,2.262234805,7.737765195,8.006117402,6.190558701,5.754078268,7.827793506,5.833333333,490,66,71,Pass
19,4.959096115,2.5,7.540903885,8.094322086,6.280677914,5.833333333,8.094322086,5.833333333,495,73,74,Pass
22,4.382030156,0.926954766,9.691015078,5.856738692,7.893261308,7.294010052,5.702246231,5.936328307,186,7,29,Pass
19,5,2.5,7.5,8.125,6.718662556,6.249922272,7.656337444,6.249922272,496,75,66,Pass
43,2.5,2.961362465,9.538637535,8.634659384,9.077275069,9.077275069,7.202275069,9.384850046,96,7,16,Pass
19,2.968764454,4.062471092,7.968764454,8.164044432,8.242191114,5.833333333,5.039044432,5.442696288,425,30,79,Fail
19,2.516537077,5.822308615,6.661154308,5.423557115,6.25,8.053718103,7.076442885,4.723140949,490,27,72,Fail
20,2.5,5,7.5,7.290310834,7.911243336,6.661243336,8.322486673,5.556459444,560,18,74,Fail
19,3.184774254,5,6.815225746,8.578806436,8.125,6.061591418,5.625,6.403978545,482,31,79,Fail
22,2.866080365,4.267839269,7.866080365,8.566959817,8.216520091,6.321440487,6.26564064,6.321440487,423,31,81,Fail
32,0.117613718,7.382386282,7.5,8.77940343,8.09559657,6.705871239,6.25,5.117613718,0,0,0,Pass
25,1.344175085,4.81164983,8.844175085,8.413956229,7.452912458,7.56278339,5.577912458,5,191,34,18,Pass
31,2.5,5,7.5,9.375,7.5,7.5,6.25,7.5,0,0,0,Pass
25,2.5,3.782340048,8.717659952,8.766170024,7.195585012,7.905886651,5.641170024,6.282340048,173,31,17,Pass
31,2.5,5,7.5,9.375,7.5,7.5,6.25,7.5,0,0,0,Pass
26,2.5,3.899173205,8.600826795,9.650206699,7.775206699,7.5,7.901240192,7.866942265,211,24,23,Pass
19,2.5,2.5,10,8.125,6.875,8.333333333,5,5,355,64,34,Pass
23,2.5,3.265009417,9.234990583,8.507504708,7.066252354,8.078330194,5.382504708,5.765009417,246,44,24,Pass
19,2.499161278,2.500838722,10,8.12520968,6.875,8.333053759,5,5.000838722,355,64,34,Pass
24,3.451772094,1.548227906,10,8.125,8.064715118,8.016075969,6.903544188,6.269029459,314,43,26,Pass
31,2.545149936,4.954850064,7.5,9.386287484,7.522574968,7.5,6.272574968,7.484950021,8,1,1,Pass
29,2.5,5,7.5,9.144437977,7.961124046,6.885167939,4.866627862,6.270335877,120,13,21,Pass
19,2.5,2.5,10,8.999832788,6.374707379,7.166610929,7.999665576,7.499860657,423,51,49,Pass
19,2.713001141,2.286998859,10,8.071749715,6.928250285,8.262332953,5.266251426,5.07100038,359,63,36,Pass
29,2.5,5,7.5,9.375,8.26581968,8.180728604,7.781639359,8.010546453,0,0,0,Pass
19,3.560215136,3.560215136,7.879569727,8.939784864,6.79973108,7.146594955,8.409677295,6.743010629,429,47,47,Pass
19,1.430924583,4.638150834,8.930924583,8.930924583,7.857731146,7.856358472,8.12911802,6.551540972,370,39,47,Pass
26,1.561272265,5.938727735,7.5,8.670954199,7.5,7.812909245,6.015318066,6.248363021,85,7,15,Pass
18,2.5,5.549802193,6.950197807,7.07470329,6.312252742,5.733069591,7.637450548,5.874835161,302,9,32,Fail
19,2.5,2.5,10,6.25,6.25,6.666666667,3.75,3.333333333,384,64,34,Fail
26,2.5,7.113305433,5.386694567,9.419958149,8.794958149,9.226610865,9.613305433,8.234407244,43,1,5,Fail
26,2.5,7.280725641,5.219274359,9.671088461,9.046088461,9.561451281,9.780725641,8.457634187,24,1,3,Fail
20,2.5,4.514391397,7.985608603,7.760793548,7.257195699,8.009594265,5.260793548,6.690652329,274,42,8,Fail
18,2.5,5,7.5,6.694756327,5.625,5,6.165731018,5.416666667,306,25,46,Fail
19,2.174128339,3.151743321,9.674128339,6.168532085,6.168532085,6.666666667,3.58706417,3.496269164,380,60,34,Fail
19,3.395772639,4.104227361,7.5,6.47394316,5.84894316,3.507045601,6.828170521,5.715257546,289,19,38,Fail
19,2.96918193,2.03081807,10,6.953772895,6.367295482,6.666666667,3.515409035,3.802515263,353,55,35,Fail
19,2.409292962,2.590707038,10,6.318030278,6.295353519,6.666666667,3.75,3.393804692,377,62,34,Fail
18,2.5,5.377242489,7.122757511,6.532931867,5.813621245,5.251494993,7.5,5.416666667,293,16,38,Fail
19,2.5,3.649808826,8.850191174,6.824904413,5.962547794,6.283397058,6.624522064,4.866411767,417,55,47,Fail
19,3.377155418,2.5,9.122844582,6.907866563,6.25,7.251436945,3.75,4.064296181,404,67,42,Fail
18,3.428969376,5,6.571030624,7.41121172,5.160515312,5.928969376,6.33878828,4.332869062,238,39,36,Fail
19,2.388976828,2.722046344,9.888976828,6.305511586,6.277755793,6.740682115,3.916534758,3.518371953,381,62,35,Fail
18,2.477060094,5.022939906,7.5,6.23279507,5.625,5,7.488530047,5.420489984,275,9,34,Fail
18,1.920540276,5.579459724,7.5,6.394864931,6.059594793,5.579459724,8.079459724,5.706396529,314,26,37,Fail
20,5.820326899,2.5,6.679673101,8.115245174,6.240245174,4.986993565,6.640653798,6.5234423,560,76,74,Pass
20,5.811647798,2.5,6.688352202,8.108735849,7.5,7.229450734,8.733735849,7.083333333,546,70,74,Pass
20,4.529856948,2.970143052,7.5,7.382464237,7.617535763,7.186571299,7.772392711,6.378118755,546,68,70,Pass
20,2.954091583,6.591816833,5.454091583,6.988522896,6.136477104,7.348636139,7.613522896,5.568030528,568,79,73,Pass
20,2.033952388,7.5,5.466047612,6.991511903,6.25,7.033952388,7.616511903,5.028293657,574,78,71,Pass
20,3.818863608,3.681136392,7.5,7.795284098,7.5,7.5,6.943863608,6.886477268,525,71,70,Pass
25,5.967571411,2.5,6.532428589,6.774321442,7.5,6.854952393,7.399321442,7.244595235,476,48,62,Pass
20,5,2.299405836,7.700594164,7.550148541,7.399702918,7.433135279,7.824108755,6.949603891,500,67,63,Pass
22,3.227986539,6.044026922,5.727986539,6.693003365,5.522013461,6.772013461,7.681996635,5.901991026,481,77,61,Pass
20,5.200025916,2.5,7.299974084,7.399987042,7.399987042,7.5,7.62493521,6.783294459,538,71,68,Pass
20,5,2.5,7.5,7.5,7.575496491,7.5,7.596524563,7.083333333,497,65,64,Pass
21,5,2.5,7.5,7.5,6.184897594,4.913196792,4.720051203,6.436632531,474,66,61,Pass
20,2.837036661,7.162963339,5,7.04351833,5.997222505,7.387654446,7.247222505,5.416666667,552,74,71,Pass
20,2.5,7.5,5,7.046072593,6.592145185,7.72809679,7.5,5.758811852,554,67,74,Pass
20,4.179459737,4.141080526,6.679459737,7.5,6.240405197,5.534233772,5.820540263,6.386756711,539,64,70,Pass
20,2.43842998,7.43842998,5.12314004,6.90578501,6.31157002,7.5,7.56157002,5.488498357,577,82,74,Pass
20,6.222141528,3.722141528,5.055716943,7.5,6.888929236,7.907380509,6.59732309,6.06488206,476,51,71,Pass
24,5,2.5,7.5,8.188322783,7.270559072,8.417763711,8.813322783,7.236293952,344,46,43,Pass
20,5,3.296869364,6.703130636,7.5,6.023434682,4.697912909,5.199217341,6.515623121,544,79,69,Pass
20,5,3.340091555,6.659908445,7.289977111,5.414977111,5.006758221,5.840091555,5.969969482,536,73,65,Pass
20,4.892452044,2.607547956,7.5,7.473113011,7.473113011,7.392452044,7.936791078,7.047484015,536,73,68,Pass
20,4.587468639,2.912531361,7.5,7.44843358,7.44843358,7.5,8.27969926,7.117710947,542,74,69,Pass
20,2.319211774,7.5,5.180788226,6.875,6.295197056,7.5,7.680788226,5.567323522,576,82,74,Pass
20,2.767908167,4.732091833,7.5,6.941977042,6.741045917,5.654727889,4.162965563,5.691977042,526,70,66,Pass
19,1.798630161,7.5,5.701369839,7.225684919,6.25,7.5,7.67534246,5.767351586,553,67,74,Pass
19,2.877640297,4.622359703,7.5,7.765294963,5.890294963,5.581573135,6.326474814,6.426863309,531,59,71,Pass
20,3.957220534,2.5,8.542779466,8.2820846,6.4070846,5.209446133,6.303474333,6.771389733,541,70,59,Pass
19,3.54498352,3.95501648,7.5,7.42063118,6.06812294,7.84832784,8.125,6.893743134,541,59,64,Fail
28,3.208277368,6.083445264,5.708277368,7.322930658,8.041722632,7.736092456,6.781208026,6.902759123,242,14,42,Fail
32,0,7.5,7.5,6.875,5.888442891,5.833333333,3.864917832,4.693552448,152,14,23,Fail
23,2.5,5.869573503,6.630426497,7.092393376,7.934786752,7.5,5.842393376,7.753617665,211,18,17,Fail
27,2.5,7.5,5,7.92496461,8.32503539,7.21669026,5.187588476,7.233286146,245,14,48,Fail
20,0.881818469,6.618181531,7.5,7.427272296,5.625,6.078787687,6.802272296,5.269696922,485,75,42,Fail
26,1.77551827,4.112240865,9.112240865,7.278060216,7.096939784,7.5,7.5,5.471092469,85,16,18,Pass
20,3.147203586,4.352796414,7.5,7.801398207,6.110402689,7.5,7.963199104,6.774533931,379,52,64,Pass
27,0,5.407444444,9.592555556,7.907444444,7.384305555,7.771629629,7.907444444,5.126592592,0,0,0,Pass
22,3.608690134,5,6.391309866,7.570654933,6.179345067,6.760873244,6.184792265,6.297103289,325,31,41,Pass
18,1.134485367,6.365514633,7.5,7.925432013,7.216378658,4.73390935,6.533621342,6.060919105,377,40,67,Pass
24,1.339172428,4.330413786,9.330413786,8.00218966,6.707603447,7.276804595,7.5,4.806528738,134,22,17,Pass
18,2.5,5.781465475,6.718534525,8.515732737,6.211099106,7.239511508,7.929633631,6.536422421,403,49,70,Pass
35,2.5,5,7.5,8.403997347,6.461992042,6.384010611,7.846002653,6.666666667,237,30,38,Pass
18,2.5,5,7.5,7.823792527,5.474396264,6.897585054,7.522585054,6.265056703,410,52,58,Pass
24,0.977783202,5,9.022216798,7.2555542,6.141662599,6.522216798,6.766662599,4.7462972,139,18,9,Pass
18,1.223355509,6.684429661,7.09221483,7.398053708,7.09221483,4.846308616,5.740268538,6.182035805,339,27,69,Pass
18,3.345511894,4.154488106,7.5,7.702244053,5.413622026,6.372650807,7.068110132,6.384829369,413,48,69,Pass
26,0.147036379,5.147036379,9.705927242,7.463240905,6.80148181,7.401975747,7.536759095,4.730369713,27,1,4,Pass
24,0.786250597,5.786250597,8.427498805,7.303437351,6.481874701,6.975832935,7.696562649,5.369583931,146,6,23,Pass
18,0.848084189,6.651915811,7.5,7.5,7.075957906,5.297445585,6.886063142,6.108652635,365,33,71,Pass
18,2.5,5,7.5,7.959495677,5.790504323,7.5,8.125,6.445994236,424,52,70,Pass
18,2.252269418,5.247730582,7.5,8.248865291,5.810797936,7.582576861,7.877269418,6.501512945,425,54,68,Pass
19,1.243593387,5.63460992,8.121796693,7.5,7.344550827,4.995728924,5.628203307,6.353632782,339,25,64,Pass
18,2.5,5,7.5,8.19137995,5.824139849,7.5,8.324139849,6.755173266,418,54,69,Pass
18,4.155067859,4.172466071,6.672466071,7.918116518,5.418116518,8.051689286,7.504349553,5.701210416,428,52,67,Pass
18,0.960785855,6.539214145,7.5,7.740196464,7.139705304,4.486928618,6.25,5.929738048,322,31,63,Pass
23,0.871055133,5,9.128944867,7.5,6.221708651,6.919296578,6.411181084,4.292981622,114,29,12,Pass
18,2.52764174,4.94471652,7.52764174,8.125,5.631910435,7.47235826,8.08353739,6.66205971,426,54,68,Pass
18,2.141315412,5.358684588,7.5,8.213771804,7.856885902,4.880438471,5.179342294,5.655190163,349,38,70,Pass
23,2.168378714,2.831621286,10,8.313142018,6.603952661,7.861396452,6.415810643,5.66752269,79,8,22,Pass
26,0.36818831,5,9.63181169,7.5,6.875,7.377270563,7.361929384,4.675380411,19,1,4,Pass
19,1.158441406,7.5,6.341558594,8.368831054,7.789610351,4.552813802,7.118831054,6.829220703,324,31,69,Pass
20,0,7.5,7.5,7.028034464,6.014017232,6.870712619,7.181068928,4.685356309,421,49,49,Fail
20,6.69388608,3.602037973,4.704075947,7.224490507,4.852037973,5.636050631,5.551018987,5.551018987,272,19,48,Fail
20,4.336112142,7.5,3.163887858,7.206943929,5.497915894,5.221295953,5.459028035,4.941202501,369,55,50,Fail
21,0,5.541233743,9.458766257,6.520616872,6.739691564,6.847077914,8.125,5.979383128,333,38,43,Fail
19,5.350404576,3.574797712,6.074797712,8.65650286,7.318901716,7.975067429,8.387803432,7.200134859,272,14,51,Fail
19,3.091023584,2.863464624,9.045511792,7.886377948,5.863622052,7.5,5.420354364,5.515170597,444,29,55,Fail
19,2.354899104,5.145100896,7.5,9.854899104,6.25,6.715033632,7.536275224,5,435,54,72,Fail
19,2.235490655,7.5,5.264509345,7.992745327,6.676617991,5.745163552,5.132254673,6.774739097,323,76,47,Fail
20,3.517525276,5,6.482474724,6.875,5.741237362,6.482474724,6.758762638,4.723712086,371,20,57,Fail
19,2.5,5,7.5,6.875,6.25,7.25902711,5.888540665,6.25,280,10,59,Fail
20,0.457497892,7.347500703,7.195001405,7.461875176,6.326249649,7.449166901,8.239374473,5.101666198,426,45,34,Fail
19,1.912887972,5.587112028,7.5,6.581443986,6.103221993,6.521479954,5.369331959,5.662887972,289,11,58,Fail
22,1.510298528,7.5,5.989701472,7.630149264,8.11212684,6.163233824,4.010298528,6.423532352,197,49,28,Fail
19,3.073586554,6.926413446,5,8.268396639,6.875,6.598115406,5.573586554,6.700942297,329,71,51,Fail
19,2.82100882,5,7.17899118,6.955252205,6.490756615,7.28599412,6.41050441,6.25,275,9,56,Fail
20,0,8.348781487,6.651218513,7.5,6.25,7.782927162,7.276218513,5.848781487,425,42,40,Fail
19,2.5,7.5,5,8.287682584,7.200365169,6.484063671,4.511952247,6.757968165,332,72,43,Fail
19,2.153079478,7.5,5.346920522,8.298460261,6.961730131,6.411534204,4.826539739,6.909873072,320,74,47,Fail
20,0.65622587,6.84377413,7.5,7.335943532,5.921887065,7.5,7.304717662,5.328112935,393,41,36,Fail
19,2.5,6.014529772,6.485470228,6.875,6.25,7.5,6.757264886,6.757264886,286,9,55,Fail
19,2.5,8.170422285,4.329577715,7.622183286,6.707394429,6.056807428,5,6.189436954,320,79,44,Fail
21,2.5,5,7.5,7.090095289,6.357547645,6.120127052,4.825476446,5.286793719,493,55,91,Pass
21,2.5,5,7.5,6.875,6.341638704,5.955518272,4.116554817,5.061092469,480,48,95,Pass
21,3.113920465,4.386079535,7.5,7.028480116,6.25,5.833333333,4.670880698,5.81856062,366,41,73,Pass
20,2.5,5.532455803,6.967544197,8.237829074,7.745943025,6.311696131,5.911512778,4.569810082,407,39,70,Pass
21,3.115465095,3.76906981,8.115465095,7.182732548,6.557732548,6.038488365,4.365465095,5.718042611,484,50,93,Pass
19,2.5,7.48036865,5.01963135,7.495092162,7.5,5.013087567,8.120092162,3.789262701,463,63,74,Pass
25,2.5,3.240935655,9.259064345,6.435233914,7.5,6.080311885,4.861403482,5.231871309,118,5,15,Pass
21,2.5,5,7.5,7.007102904,6.382102904,6.185607743,5.071029036,4.911931398,475,55,92,Pass
19,2.5,6.341462883,6.158537117,7.5,7.210365721,6.158537117,8.993902838,4.136179039,450,59,74,Pass
21,2.5,5,7.5,7.096062319,6.471062319,5.907020773,3.915796739,5.110531159,486,55,94,Pass
24,2.5,3.178820628,9.321179372,7.098525785,7.839410314,6.059606876,4.259115471,4.428820628,132,17,17,Pass
22,1.391561631,7.5,6.108438369,7.777109592,8.331328777,6.108438369,7.293671223,5.597397282,400,36,57,Pass
23,2.5,2.5,10,7.30358775,6.44641225,5.482137417,4.276793875,4.979185708,214,23,36,Pass
29,1.83611046,3.82777908,9.33611046,7.079861925,7.5,6.27592636,4.247917155,4.74583431,0,0,0,Pass
19,2.401293285,7.401293285,5.19741343,7.598706715,7.574030036,5.131608953,8.100323321,3.914511192,450,64,72,Pass
20,1.698346642,6.698346642,6.603306716,8.301653358,8.101240018,6.068871144,7.924586661,5.08608893,349,64,58,Pass
21,2.5,4.063935459,8.436064541,6.875,6.718032271,5.833333333,4.686064541,5,450,51,84,Pass
